房源id,纬度,经度,房源名称,物业类型,物业费,建造年代,绿化率,所属商圈,二手房房源数,租房源数,均价,租金价格中位数
501889,31.831402,117.22465,汇林阁西区,公寓,0.8元/㎡/月,2005年,33%(一般),"笔架山,市政务办公区",70套,38套,27494,850.0
829158,31.866315,117.324879,来安花园,公寓,1.2元/㎡/月,2003年,20%(一般),大通路,39套,27套,10237,825.0
944490,31.846422,117.386219,金科海昱东方,公寓,1.44元/㎡/月,暂无数据,40%(高),保利东郡,38套,5套,14359,1500.0
923130,31.903301,117.401421,华地紫悦府,公寓,2.18元/㎡/月,暂无数据,40%(高),职教城,158套,暂无数据,13011,暂无数据
338017,31.832539,117.292413,民航小区,公寓,0.9元/㎡/月,2000年,35%(一般),"宁国路,太宁路口,卫岗",95套,21套,14492,1200.0
829362,31.885509,117.477269,荣华府,公寓,暂无数据,暂无数据,暂无数据,肥东县城,4套,3套,10000,1100.0
337605,31.872217,117.240491,新景花园,公寓,1.4元/㎡/月,2007年,41%(高),"金牛路,省农机校,凤凰城",96套,24套,17693,750.0
806581,31.785408,117.267936,加侨悦湖公馆,公寓,1.44元/㎡/月,2009年,40%(高),"南艳湖,海恒社区",46套,7套,17298,1450.0
399394,31.79182,117.270641,建业时光原著,公寓,1.25元/㎡/月,2013年,41%(高),南艳湖,174套,12套,18033,600.0
381960,31.851885,117.287062,静安曙光雅苑,公寓,0.8元/㎡/月,2013年,28%(一般),"省人大,大钟楼,南熏门桥",42套,2套,15063,1900.0
338564,31.83835,117.317907,碧湖云溪(一期),别墅,1.15元/㎡/月,2008年,40%(高),"合工大,马鞍山路,合家福",82套,7套,21528,7400.0
399216,31.879819,117.399319,伟华圣地亚哥,公寓,1元/㎡/月,2012年,40%(高),临泉东路,266套,9套,13092,1800.0
414817,31.899067,117.279255,金荷苑,公寓,0.9元/㎡/月,2008年,10%(低),海棠社区,127套,16套,14026,1525.0
337697,31.902539,117.34146,碧水雅居,公寓,1.1元/㎡/月,2008年,47%(高),生态公园,134套,11套,12818,1800.0
337443,31.790264,117.229681,东海花园,公寓,1.44元/㎡/月,2006年,42%(高),"徽园,明珠广场",71套,43套,13145,650.0
337647,31.82907,117.311357,和地蓝湾,公寓,1.2元/㎡/月,2011年,41%(高),"合工大,马鞍山路,合家福",98套,25套,18084,2700.0
829723,31.861388,117.217134,新西茗阁,公寓,1.2元/㎡/月,2011年,23%(一般),科学大道,31套,20套,13886,800.0
337777,31.895356,117.350518,莱茵河畔花园,公寓,1元/㎡/月,2011年,41%(高),瑶海家具城,90套,18套,12463,380.0
943855,31.907443,117.285744,金都华庭(三期),公寓,0.58元/㎡/月,2015年,40%(高),"华孚城隍庙,菱湖公园",151套,27套,14596,1400.0
406511,31.870381,117.26864,安粮兰桂公寓,公寓,1.2元/㎡/月,2012年,40%(高),"琥珀山庄,安徽农业大学,三里庵",85套,2套,25781,nan
803398,31.940366,117.357339,北岗花园,公寓,1.2元/㎡/月,2015年,暂无数据,陶冲湖,62套,7套,9260,1300.0
501004,31.720454,117.289496,锦绣淮苑,公寓,1元/㎡/月,2011年,25%(一般),高速时代广场,75套,58套,19241,650.0
401192,31.724831,117.175961,中街水晶城,公寓,0.9元/㎡/月,2017年,41%(高),肥西县城,160套,22套,14129,1300.0
337699,31.897689,117.246867,利港四季华庭,公寓,1.4元/㎡/月,2010年,45%(高),"大杨镇,四里河",45套,13套,16573,1550.0
879959,31.851813,117.148966,海亮九台别墅,别墅,4.5元/㎡/月,2016年,42%(高),"蜀西湖,客运西站",118套,9套,14606,nan
944497,31.889127,117.267452,畅和家园(南区),公寓,1.2元/㎡/月,暂无数据,暂无数据,"北一环,亳州路",42套,6套,16106,550.0
945128,31.803158,117.240795,琥珀五环城和风阁,公寓,0.89元/㎡/月,2015年,40%(高),"天鹅湖,奥体中心",138套,45套,21665,980.0
338544,31.918893,117.281343,荣城花园南苑,公寓,暂无数据,2005年,15%(低),菱湖公园,170套,4套,11029,1400.0
337424,31.835127,117.296995,太阳岛花园,公寓,1.2元/㎡/月,2003年,40%(高),"宁国路,太宁路口,卫岗",74套,10套,16408,3100.0
337840,31.887361,117.313463,华府嘉园,公寓,0.7元/㎡/月,2005年,21%(一般),火车站,68套,1套,12785,nan
337499,31.8814,117.340436,香江世纪名城,公寓,1元/㎡/月,2007年,40%(高),临泉东路,122套,36套,11920,1275.0
338235,31.889885,117.358634,金水湾花园,公寓,1.2元/㎡/月,2009年,36%(一般),瑶海万达广场,37套,4套,12252,1550.0
337751,31.903678,117.329547,康城静林湾,公寓,1.5元/㎡/月,2011年,42%(高),瑶海公园,182套,11套,13621,1750.0
728729,31.731772,117.286613,丽水家园,公寓,0.5元/㎡/月,2011年,30%(一般),"书香门第,四十六中",76套,13套,23446,850.0
808280,31.598429,117.894716,太阳岛花园,公寓,1.2元/㎡/月,2011年,42%(高),东门,10套,1套,9702,3200.0
943827,31.748664,117.320565,高速时代城(一期),公寓,1.5元/㎡/月,暂无数据,40%(高),"新省府,寿春中学",166套,23套,19749,2000.0
944496,31.891549,117.268288,畅和家园(北区),公寓,1.4元/㎡/月,暂无数据,暂无数据,"北一环,亳州路",51套,3套,14927,2300.0
1074006,31.859431,117.208506,优活华庭,公寓,1.4元/㎡/月,2011年,35%(一般),"香樟大道,科学大道",71套,23套,15719,1800.0
828390,31.851234,117.227372,大溪地天悦轩,公寓,1.2元/㎡/月,2016年,50%(高),1912商业街,124套,11套,21119,950.0
338325,31.833635,117.247484,丁香家园(一期),公寓,0.8元/㎡/月,2008年,42%(高),"肉联厂,黄山路,望江西路",124套,31套,14731,800.0
766488,31.899994,117.226473,绿地派克公馆,公寓,1.44元/㎡/月,2014年,40%(高),"大杨镇,四里河",105套,4套,14430,1850.0
373108,31.749014,117.297091,滨湖世纪城福徽苑,公寓,1.2元/㎡/月,2011年,40%(高),"观湖苑,滨湖世纪城",43套,10套,15503,5500.0
338097,31.879854,117.321324,玫瑰苑,公寓,0.85元/㎡/月,2000年,30%(一般),火车站,30套,1套,11989,490.0
338160,31.869084,117.3314,铜陵新村,公寓,0.8元/㎡/月,1996年,35%(一般),花冲公园,60套,9套,12693,1200.0
337726,31.826977,117.310895,丽阳兰庭,公寓,1元/㎡/月,2008年,45%(高),"合工大,马鞍山路,合家福",102套,47套,16091,725.0
337444,31.783236,117.231284,繁华世家,公寓,0.6元/㎡/月,2006年,40%(高),"南艳湖,明珠广场",54套,39套,14483,815.0
573359,31.851958,117.14899,海亮九玺(南区),公寓,1.44元/㎡/月,2016年,36%(一般),客运西站,272套,39套,20136,650.0
378824,31.817571,117.284014,江汽三村,公寓,1元/㎡/月,2000年,10%(低),"姚公庙,南门换乘中心",53套,暂无数据,14000,暂无数据
338114,31.8573,117.320459,裕园小区,公寓,1元/㎡/月,2000年,35%(一般),裕丰花市,47套,3套,15876,2200.0
829692,32.01573,117.256891,物华苑二期,公寓,1.1元/㎡/月,暂无数据,暂无数据,"力高共和城,北城世纪城",17套,1套,6529,1200.0
829041,31.96698,117.274542,金大地翡翠公馆,公寓,1.44元/㎡/月,2013年,34%(一般),阿奎利亚,93套,33套,12635,1300.0
338288,31.739478,117.28642,滨湖家园(东区),公寓,0.6元/㎡/月,2009年,20%(一般),"书香门第,四十六中",81套,5套,20486,1550.0
338416,31.865374,117.281135,光明新村,公寓,0.4元/㎡/月,1999年,20%(一般),三孝口,188套,23套,23217,1100.0
337384,31.901587,117.278038,荷塘月色,公寓,0.6元/㎡/月,2006年,46%(高),海棠社区,119套,15套,17980,1850.0
652826,31.913148,117.289392,文一名门华府,公寓,1.4元/㎡/月,2014年,40%(高),菱湖公园,207套,18套,14469,1600.0
829737,31.852769,117.120158,幸福金色年华,公寓,1.44元/㎡/月,暂无数据,41%(高),"客运西站,蜀西湖",133套,12套,18026,1800.0
829230,31.855045,117.324643,隆庭佳苑,公寓,1.15元/㎡/月,2006年,38%(一般),"曙光影院,裕丰花市",110套,17套,14293,500.0
796018,31.878778,117.216454,鼎元别院,公寓,1.1元/㎡/月,2017年,43%(高),植物园,64套,2套,17689,nan
338510,31.833675,117.240339,丁怡花园,公寓,暂无数据,2002年,20%(一般),"黄山路,望江西路,肉联厂",54套,52套,13583,800.0
337724,31.811504,117.239978,天鹅湖一号,公寓,1.35元/㎡/月,2009年,54%(高),"天鹅湖,十五里河",47套,47套,25403,1200.0
829793,31.824467,117.12291,长宁家园,公寓,1元/㎡/月,2017年,41%(高),"蜀西湖,柏堰湖",5套,15套,10750,875.0
620463,31.82996,117.156591,岭湖墅,公寓,1.44元/㎡/月,2013年,40%(高),大蜀山,62套,11套,20129,4800.0
828388,31.85431,117.230637,大溪地天逸轩,公寓,1.2元/㎡/月,2016年,50%(高),"黄山路,1912商业街,贵池路",286套,19套,20191,850.0
338281,31.755492,117.261066,始信花园,公寓,0.7元/㎡/月,2004年,10%(低),"海恒社区,南艳湖",5套,暂无数据,11727,暂无数据
762493,31.843009,117.223638,和谐花园,公寓,暂无数据,暂无数据,暂无数据,"西客站,望江西路,黄潜望",7套,218套,14599,800.0
406239,31.737414,117.020715,万振中国院子,别墅,4.5元/㎡/月,2014年,45%(高),紫蓬山,54套,暂无数据,15412,暂无数据
337502,31.856413,117.321463,中翔盛景名苑,公寓,0.96元/㎡/月,2007年,41%(高),裕丰花市,113套,4套,15771,680.0
879898,31.862526,117.1381,南岗和园,公寓,暂无数据,2014年,暂无数据,客运西站,12套,16套,10816,815.0
337782,31.713374,117.168967,书香雅苑,公寓,1.2元/㎡/月,2008年,40%(高),肥西县城,61套,2套,12488,1025.0
798993,31.749064,117.17947,华地翡翠蓝湾和园,公寓,1.44元/㎡/月,2016年,42%(高),肥西县城,294套,24套,15486,1600.0
338028,31.837438,117.30069,华太小区,公寓,0.4元/㎡/月,2000年,35%(一般),"宁国路,太宁路口,卫岗",78套,2套,14056,630.0
797773,31.909679,117.245569,中国铁建国际城德园,公寓,1.8元/㎡/月,2012年,40%(高),中铁国际城,230套,16套,18094,500.0
940801,31.827509,117.309561,万振城市广场,公寓,暂无数据,暂无数据,20%(一般),"合工大,马鞍山路,合家福",154套,27套,13707,1700.0
829681,31.757003,117.20722,文一名门南郡,公寓,1.4元/㎡/月,暂无数据,40%(高),"经开周边,大学城",85套,37套,16824,700.0
379571,31.98629,117.25836,凤梅家园,公寓,0.5元/㎡/月,2000年,35%(一般),力高共和城,16套,1套,6332,1500.0
828785,31.781172,117.218048,国耀星达城,公寓,1.4元/㎡/月,2015年,40%(高),"中环城,大学城",65套,21套,20979,850.0
828165,31.805363,117.232923,栢悦公馆(南院),公寓,1.44元/㎡/月,2013年,31%(一般),"天鹅湖,奥体中心",205套,23套,34352,9999.0
399386,31.871013,117.21455,太阳湾养生公馆,公寓,暂无数据,2015年,40%(高),"科学大道,植物园",48套,暂无数据,8359,暂无数据
399200,31.783762,117.326269,皖都徽韵(北区),公寓,0.45元/㎡/月,2012年,43%(高),"葛大店,包河周边,包河工业园",103套,11套,16369,1725.0
796693,31.772529,117.226988,汇峰苹果小镇,公寓,1.2元/㎡/月,2015年,42%(高),明珠广场,86套,94套,16917,1380.0
797419,31.735728,117.258227,香江龙韵豪庭,公寓,1元/㎡/月,2008年,40%(高),南艳湖,145套,1套,14721,830.0
337530,31.885594,117.322275,名人御苑,公寓,1元/㎡/月,2005年,40%(高),火车站,129套,42套,12778,550.0
879934,31.808353,117.231284,置地广场栢悦府北院,别墅,暂无数据,2012年,30%(一般),"天鹅湖,奥体中心",47套,1套,34750,nan
399431,31.876551,117.343477,宝业东城广场,公寓,1.2元/㎡/月,2014年,40%(高),花冲公园,43套,12套,16966,1900.0
337465,31.878368,117.304997,古井丰水源,公寓,1元/㎡/月,2007年,46%(高),明光路,79套,6套,15282,550.0
399249,31.803192,117.334213,水丽坊(北区),公寓,1.28元/㎡/月,2013年,41%(高),"葛大店,包河周边,包河工业园",193套,14套,17509,690.0
412377,31.895357,117.467923,汇景新城,公寓,0.6元/㎡/月,2007年,37%(一般),肥东新城,36套,5套,10110,1500.0
829672,31.975589,117.260661,文一名门北郡,公寓,1.44元/㎡/月,2015年,40%(高),力高共和城,131套,17套,11677,1100.0
829717,31.75932,117.179427,新华九龙首府,公寓,1.44元/㎡/月,暂无数据,40%(高),肥西县城,21套,8套,14479,750.0
584061,31.853106,117.133726,阳光御湖苑,公寓,1.25元/㎡/月,2014年,30%(一般),"蜀西湖,客运西站",81套,8套,18862,1600.0
337492,31.877509,117.313782,金色地带,公寓,1.1元/㎡/月,2006年,30%(一般),胜利路,59套,15套,12610,1500.0
396723,31.798269,117.321417,九珑湾,公寓,1.2元/㎡/月,2010年,46%(高),"葛大店,包河周边,包河工业园",150套,14套,17661,2200.0
911838,31.894488,117.447336,金色地带,公寓,1.1元/㎡/月,2014年,40%(高),肥东县城,65套,4套,10985,1300.0
1048085,31.928724,117.274467,恒盛皇家花园(三期),公寓,1.2元/㎡/月,暂无数据,暂无数据,菱湖公园,37套,4套,14485,1550.0
829765,31.805294,117.209395,禹洲华侨城(一期),公寓,暂无数据,2010年,41%(高),肥西县城,56套,57套,16272,766.0
337344,31.827403,117.252192,丹青花园,公寓,1.1元/㎡/月,2006年,45%(高),市政务办公区,79套,40套,16849,750.0
337863,31.88774,117.288416,深圳花园,公寓,0.45元/㎡/月,2003年,40%(高),"双岗,蒙城路,白水坝",111套,43套,13429,630.0
337944,31.865086,117.261893,蜀山新村,公寓,0.6元/㎡/月,2000年,35%(一般),"五里墩,安徽农业大学,三里庵",64套,30套,16161,600.0
338178,31.879709,117.311889,长淮新村,公寓,0.6元/㎡/月,2000年,20%(一般),胜利路,56套,12套,12668,800.0
399300,31.852683,117.284726,兰亭公寓,公寓,1.3元/㎡/月,2012年,30%(一般),"省人大,大钟楼,南熏门桥",102套,27套,16049,1650.0
991148,31.817763,117.24196,安粮云水居,公寓,暂无数据,暂无数据,暂无数据,天鹅湖,45套,23套,28070,894.0
797415,31.829086,117.24044,绿地国际花都丹若苑,公寓,1.1元/㎡/月,2008年,45%(高),"天鹅湖,市政务办公区",54套,11套,22077,1900.0
338206,31.812466,117.30699,望湖城桂香居紫桂苑,公寓,1元/㎡/月,2009年,40%(高),"望湖城,凌大塘,高铁南站",80套,2套,20073,2600.0
337638,31.756259,117.210774,长安萨尔斯堡,公寓,0.74元/㎡/月,2011年,40%(高),"经开周边,大学城",114套,32套,15370,750.0
807040,31.800098,117.33341,万泓中心,公寓,1.44元/㎡/月,2016年,22%(一般),"葛大店,包河周边,包河工业园",80套,9套,12225,1800.0
337483,31.774366,117.260471,南艳湾,公寓,1.5元/㎡/月,2006年,45%(高),"海恒社区,南艳湖",102套,22套,14415,1025.0
337779,31.778664,117.261247,东华园,公寓,1.8元/㎡/月,2010年,暂无数据,"海恒社区,南艳湖",83套,暂无数据,17406,暂无数据
399268,31.859005,117.201634,峰尚国际公寓,公寓,1.2元/㎡/月,2012年,20%(一般),"大蜀山,大铺头",163套,13套,12179,1700.0
337958,31.851739,117.255082,光明苑,公寓,0.2元/㎡/月,2000年,30%(一般),"国防科技大学,长江西路,贵池路",92套,22套,19489,850.0
338475,31.839256,117.281504,中铁四局机关大院,公寓,0.2元/㎡/月,暂无数据,暂无数据,"东陈岗,中铁四局",52套,3套,26295,3000.0
399226,31.943224,117.268597,碧水兰庭,公寓,1.4元/㎡/月,2012年,48%(高),菱湖公园,211套,12套,11428,840.0
338338,31.785991,117.208064,翰林府邸,公寓,1.2元/㎡/月,2006年,42%(高),"大学城,中环城",93套,16套,18345,730.0
828952,31.775691,117.331468,华夏茗湾学府,公寓,1.4元/㎡/月,2011年,40%(高),"葛大店,包河周边,包河工业园",108套,12套,17750,1800.0
338278,31.790292,117.24472,汇林园,公寓,0.45元/㎡/月,2002年,35%(一般),南艳湖,77套,15套,11943,625.0
373976,31.817655,117.288192,江汽一村,公寓,0.2元/㎡/月,2000年,40%(高),"姚公庙,南门换乘中心",68套,暂无数据,14615,暂无数据
806699,31.893994,117.47568,肥东县县委大院,公寓,暂无数据,暂无数据,暂无数据,肥东县城,1套,暂无数据,8134,暂无数据
401241,31.83798,117.408018,宝翠园,公寓,1元/㎡/月,2011年,41%(高),肥东县城,171套,11套,11893,1485.5
338270,31.814288,117.251112,四方新村,公寓,0.5元/㎡/月,2003年,33%(一般),"十五里河,天鹅湖",18套,7套,17224,725.0
337614,31.832135,117.281103,鑫苑望江花园,公寓,1.2元/㎡/月,2007年,41%(高),"东陈岗,中铁四局",222套,16套,16251,2350.0
879922,32.016818,117.243702,北城世纪城禄徽苑,公寓,1.28元/㎡/月,暂无数据,暂无数据,"力高共和城,北城世纪城",292套,20套,11254,900.0
991977,31.900102,117.398578,碧桂园正荣悦玺,公寓,1.8元/㎡/月,2019年,40%(高),职教城,12套,12套,14632,1800.0
828261,31.718356,117.269257,滨湖竹园,公寓,0.8元/㎡/月,2014年,暂无数据,高速时代广场,8套,暂无数据,10833,暂无数据
464768,31.905839,117.220886,海亮兰郡,别墅,2.9元/㎡/月,2013年,40%(高),"大杨镇,四里河",53套,6套,17483,2000.0
338202,31.900739,117.315421,铁静苑,公寓,1.2元/㎡/月,2000年,30%(一般),瑶海公园,107套,3套,10702,990.0
399210,31.969653,117.264742,恒泰风格城市,公寓,1.1元/㎡/月,2013年,45%(高),阿奎利亚,250套,48套,14827,1200.0
337539,31.767414,117.205376,学林雅苑,公寓,1.44元/㎡/月,2006年,37%(一般),"翡翠湖,大学城",113套,63套,14363,825.0
399443,31.240137,117.288445,众发世纪城,公寓,1.8元/㎡/月,2013年,40%(高),庐江城区,72套,1套,9879,1000.0
829227,31.898877,117.280357,龙源丽景,公寓,1.1元/㎡/月,2008年,40%(高),海棠社区,68套,13套,19576,1550.0
337914,31.845384,117.24234,九华华林家园,公寓,0.6元/㎡/月,2000年,40%(高),"黄山路,望江西路,肉联厂",89套,43套,19063,950.0
399447,31.886072,117.274799,长安天玺,公寓,1.2元/㎡/月,2008年,41%(高),"财富广场,北一环",71套,7套,24269,770.0
879955,31.831527,117.173465,保利西山林语(别墅),别墅,4.5元/㎡/月,2018年,40%(高),大蜀山,117套,1套,23917,nan
951305,31.257283,117.285694,锦绣花园,公寓,暂无数据,暂无数据,暂无数据,庐江城区,6套,暂无数据,7134,暂无数据
1019783,31.523526,117.259682,锦绣花园,公寓,暂无数据,暂无数据,暂无数据,肥西县城,6套,暂无数据,7661,暂无数据
401376,31.795302,117.322731,广视花园(西区),公寓,1元/㎡/月,2010年,46%(高),"葛大店,包河周边,包河工业园",132套,41套,17931,700.0
406238,31.722666,117.28615,天慧紫辰阁,公寓,1.2元/㎡/月,2013年,40%(高),高速时代广场,137套,30套,21668,1550.0
604149,31.744389,117.311143,万科蓝山(一期),公寓,1.2元/㎡/月,2014年,40%(高),万科蓝山,300套,74套,22363,2600.0
399204,31.741298,117.284581,文华阁,公寓,0.9元/㎡/月,2012年,30%(一般),"书香门第,四十六中",111套,19套,31791,1825.0
337398,31.890227,117.271684,幸福人家,公寓,0.5元/㎡/月,2006年,35%(一般),"北一环,亳州路",109套,28套,16139,1500.0
337607,31.90302,117.332476,阳光汇景,公寓,1元/㎡/月,2008年,40%(高),"家天下,瑶海公园",293套,68套,12918,1450.0
337571,31.855604,117.312576,金湾嘉园,公寓,1.2元/㎡/月,2009年,40%(高),"南熏门桥,芜湖路,大钟楼",76套,8套,15391,1825.0
620606,31.736366,117.283975,滨湖惠园,公寓,1元/㎡/月,2008年,30%(一般),"书香门第,四十六中",45套,67套,20380,1200.0
